,time+0(UTC),time_+8(cn/home),time_+9(jp),time_-5(ca),cn2cahome_Loss_Rate,cn2cahome_RTT_Min,cn2cahome_RTT_Max,cn2cahome_RTT_Avg,cn2cahome_RTT_stddev,cn2cahome_stddev/Avg,cn2cahome_Distance(est)(km),cn2cahome_Avg/Distance,cn2cahome_Number_of_Hops,cn2ca_Loss_Rate,cn2ca_RTT_Min,cn2ca_RTT_Max,cn2ca_RTT_Avg,cn2ca_RTT_stddev,cn2ca_stddev/Avg,cn2ca_Distance(est)(km),cn2ca_Avg/Distance,cn2ca_Number_of_Hops,cn2jp_Loss_Rate,cn2jp_RTT_Min,cn2jp_RTT_Max,cn2jp_RTT_Avg,cn2jp_RTT_stddev,cn2jp_stddev/Avg,cn2jp_Distance(est)(km),cn2jp_Avg/Distance,cn2jp_Number_of_Hops,ca2jp_Loss_Rate,ca2jp_RTT_Min,ca2jp_RTT_Max,ca2jp_RTT_Avg,ca2jp_RTT_stddev,ca2jp_stddev/Avg,ca2jp_Distance(est)(km),ca2jp_Avg/Distance,ca2jp_Number_of_Hops,ca2cahome_Loss_Rate,ca2cahome_RTT_Min,ca2cahome_RTT_Max,ca2cahome_RTT_Avg,ca2cahome_RTT_stddev,ca2cahome_stddev/Avg,ca2cahome_Distance(est)(km),ca2cahome_Avg/Distance,ca2cahome_Number_of_Hops,jp2cahome_Loss_Rate,jp2cahome_RTT_Min,jp2cahome_RTT_Max,jp2cahome_RTT_Avg,jp2cahome_RTT_stddev,jp2cahome_stddev/Avg,jp2cahome_Distance(est)(km),jp2cahome_Avg/Distance,jp2cahome_Number_of_Hops,home2ca_Loss_Rate,home2ca_RTT_Min,home2ca_RTT_Max,home2ca_RTT_Avg,home2ca_RTT_stddev,home2ca_stddev/Avg,home2ca_Distance(est)(km),home2ca_Avg/Distance,home2ca_Number_of_Hops,home2cn_Loss_Rate,home2cn_RTT_Min,home2cn_RTT_Max,home2cn_RTT_Avg,home2cn_RTT_stddev,home2cn_stddev/Avg,home2cn_Distance(est)(km),home2cn_Avg/Distance,home2cn_Number_of_Hops,home2jp_Loss_Rate,home2jp_RTT_Min,home2jp_RTT_Max,home2jp_RTT_Avg,home2jp_RTT_stddev,home2jp_stddev/Avg,home2jp_Distance(est)(km),home2jp_Avg/Distance,home2jp_Number_of_Hops,home2cahome_Loss_Rate,home2cahome_RTT_Min,home2cahome_RTT_Max,home2cahome_RTT_Avg,home2cahome_RTT_stddev,home2cahome_stddev/Avg,home2cahome_Distance(est)(km),home2cahome_Avg/Distance,home2cahome_Number_of_Hops
202011050710,202011042310,202011050710,,,0.0,215.981,219.613,217.317,1.062,0.005,9186,0.024,17,0.0,231.401,238.858,232.694,2.052,0.009,11559,0.020,24,0.0,125.283,151.068,141.151,6.946,0.049,1920,0.074,17,0.0,159.699,160.549,159.900,0.191,0.001,10346,0.015,8,0.0,58.686,64.024,59.881,1.313,0.022,3360,0.018,8,0.0,100.743,105.638,101.732,0.980,0.010,7548,0.013,9,0.100,,,,,nan,11644,nan,27,0.0,18.981,21.237,20.810,0.611,0.029,566,0.037,,0.5,288.650,298.106,292.026,2.394,0.008,2432,0.120,20,0.0,231.661,244.134,237.080,3.614,0.015,9478,0.025,17
202011050720,202011042320,202011050720,,,0.0,216.509,228.199,221.512,2.895,0.013,9186,0.024,17,0.0,231.419,237.359,232.872,1.769,0.008,11559,0.020,24,0.0,147.006,188.656,164.314,11.126,0.068,1920,0.086,17,0.0,159.721,160.985,159.964,0.279,0.002,10346,0.015,8,0.0,58.794,64.629,60.134,1.876,0.031,3360,0.018,8,0.0,100.912,105.422,101.805,1.158,0.011,7548,0.013,9,0.100,,,,,nan,11644,nan,30,0.0,18.041,23.626,20.990,1.031,0.049,566,0.037,,0.5,283.935,301.710,292.618,4.556,0.016,2432,0.120,20,0.0,232.357,247.354,239.143,4.579,0.019,9478,0.025,17
202011050730,202011042330,202011050730,,,0.0,199.908,225.793,210.114,7.280,0.035,9186,0.023,17,0.0,231.428,250.022,237.969,5.303,0.022,11559,0.021,24,0.0,142.635,179.776,162.654,10.216,0.063,1920,0.085,17,0.0,159.720,161.180,159.961,0.378,0.002,10346,0.015,8,0.0,58.800,63.422,59.708,0.995,0.017,3360,0.018,8,0.0,100.932,105.715,101.967,1.296,0.013,7548,0.014,9,0.100,,,,,nan,11644,nan,26,0.0,18.863,25.291,20.976,1.191,0.057,566,0.037,,0.0,286.191,301.693,293.488,4.119,0.014,2432,0.121,19,0.0,231.869,3824.236,423.113,780.375,1.844,9478,0.045,17
202011050740,202011042340,202011050740,,,0.0,198.675,212.311,204.007,2.806,0.014,9186,0.022,17,0.0,231.434,244.887,233.999,3.595,0.015,11559,0.020,25,0.5,136.047,178.481,162.315,10.793,0.066,1920,0.085,17,0.0,159.728,160.015,159.827,0.068,0.000,10346,0.015,8,0.0,58.502,63.167,59.727,1.082,0.018,3360,0.018,9,0.0,100.937,121.670,102.632,4.403,0.043,7548,0.014,9,0.100,,,,,nan,11644,nan,25,0.0,18.828,23.404,20.892,1.085,0.052,566,0.037,,0.15,286.657,304.456,293.960,4.490,0.015,2432,0.121,20,0.0,231.574,243.745,236.644,3.158,0.013,9478,0.025,17
202011050750,202011042350,202011050750,,,0.5,198.779,209.081,201.027,2.631,0.013,9186,0.022,17,0.0,231.467,245.702,238.953,5.320,0.022,11559,0.021,24,0.0,130.309,169.719,151.209,9.251,0.061,1920,0.079,17,0.0,159.669,161.743,160.058,0.564,0.004,10346,0.015,9,0.0,58.683,64.244,60.785,2.161,0.036,3360,0.018,9,0.0,100.850,106.016,101.811,1.272,0.012,7548,0.013,9,0.100,,,,,nan,11644,nan,26,0.0,18.581,25.500,21.457,1.781,0.083,566,0.038,,0.5,282.427,300.834,292.802,4.623,0.016,2432,0.120,19,0.0,231.842,244.383,236.350,3.053,0.013,9478,0.025,17
202011050800,202011050000,202011050800,,,0.0,197.626,217.031,206.835,6.737,0.033,9186,0.023,17,0.0,231.345,246.612,236.185,5.274,0.022,11559,0.020,24,0.0,145.943,197.637,177.566,11.941,0.067,1920,0.092,17,0.0,159.515,160.894,159.878,0.492,0.003,10346,0.015,8,0.0,58.699,66.301,61.437,2.113,0.034,3360,0.018,8,0.0,100.740,113.817,102.528,2.914,0.028,7548,0.014,9,0.100,,,,,nan,11644,nan,26,0.0,18.579,25.507,21.408,1.770,0.083,566,0.038,,0.20,290.102,307.307,296.166,4.272,0.014,2432,0.122,19,0.0,232.452,255.957,242.029,5.778,0.024,9478,0.026,17
202011050810,202011050010,202011050810,,,0.0,198.111,216.779,206.281,6.061,0.029,9186,0.022,17,0.0,231.725,245.882,241.643,5.196,0.022,11559,0.021,24,0.10,154.768,186.421,170.146,11.264,0.066,1920,0.089,17,0.0,159.467,159.777,159.565,0.065,0.000,10346,0.015,8,0.0,58.862,64.028,59.986,1.256,0.021,3360,0.018,8,0.0,100.699,103.381,101.477,0.659,0.006,7548,0.013,9,0.100,,,,,nan,11644,nan,25,0.0,18.220,36.765,22.240,3.631,0.163,566,0.039,,0.10,288.362,300.415,294.143,3.654,0.012,2432,0.121,19,0.0,231.465,255.373,236.402,5.020,0.021,9478,0.025,17
202011050820,202011050020,202011050820,,,0.0,198.622,212.843,209.263,4.045,0.019,9186,0.023,17,0.0,232.628,246.358,241.683,4.105,0.017,11559,0.021,24,0.5,139.261,196.065,176.719,13.616,0.077,1920,0.092,17,0.0,159.460,160.280,159.676,0.239,0.001,10346,0.015,8,0.0,58.766,72.707,60.177,2.996,0.050,3360,0.018,8,0.0,100.806,113.079,102.084,2.639,0.026,7548,0.014,9,0.100,,,,,nan,11644,nan,30,0.0,19.615,22.604,21.032,0.772,0.037,566,0.037,,0.10,289.808,304.640,296.508,4.499,0.015,2432,0.122,23,0.0,230.419,240.467,236.073,2.562,0.011,9478,0.025,17
202011050830,202011050030,202011050830,,,0.0,198.091,217.404,206.447,6.424,0.031,9186,0.022,17,0.0,231.479,245.962,241.384,4.673,0.019,11559,0.021,24,0.5,157.824,192.721,179.441,10.650,0.059,1920,0.093,17,0.0,159.458,160.636,159.729,0.351,0.002,10346,0.015,8,0.0,58.642,64.532,60.639,1.928,0.032,3360,0.018,8,0.0,100.901,107.073,101.656,1.291,0.013,7548,0.013,9,0.100,,,,,nan,11644,nan,25,0.0,18.244,26.663,21.006,1.818,0.087,566,0.037,,0.15,289.031,305.045,295.532,4.847,0.016,2432,0.122,24,0.0,231.880,270.720,241.819,9.693,0.040,9478,0.026,17
202011050840,202011050040,202011050840,,,0.0,198.150,217.233,207.635,6.375,0.031,9186,0.023,17,0.15,243.607,246.272,245.595,0.520,0.002,11559,0.021,24,0.10,129.036,160.379,148.594,9.664,0.065,1920,0.077,17,0.0,159.732,160.918,159.943,0.329,0.002,10346,0.015,8,0.0,58.414,65.200,60.106,1.483,0.025,3360,0.018,8,0.0,100.511,106.124,102.014,1.587,0.016,7548,0.014,9,0.100,,,,,nan,11644,nan,27,0.0,19.201,24.262,20.994,1.038,0.049,566,0.037,,0.5,286.155,303.276,292.420,4.643,0.016,2432,0.120,28,0.0,231.967,3821.701,423.621,779.606,1.840,9478,0.045,17
202011050850,202011050050,202011050850,,,0.5,197.852,214.031,205.463,7.091,0.035,9186,0.022,17,0.0,231.510,247.895,240.646,5.583,0.023,11559,0.021,24,0.15,160.441,203.847,183.832,14.087,0.077,1920,0.096,17,0.0,159.728,160.469,159.845,0.151,0.001,10346,0.015,8,0.0,58.571,63.328,60.210,1.360,0.023,3360,0.018,8,0.0,100.646,109.886,102.017,2.101,0.021,7548,0.014,9,0.100,,,,,nan,11644,nan,30,0.0,18.877,26.353,21.861,1.870,0.086,566,0.039,,0.5,287.158,302.518,295.204,3.992,0.014,2432,0.121,19,0.0,232.094,274.111,246.854,11.020,0.045,9478,0.026,17
202011050900,202011050100,202011050900,,,0.10,198.510,224.215,207.382,6.782,0.033,9186,0.023,17,0.5,231.416,245.926,239.857,5.823,0.024,11559,0.021,24,0.0,183.406,233.990,217.730,12.120,0.056,1920,0.113,17,0.0,159.507,161.232,159.787,0.467,0.003,10346,0.015,9,0.0,58.603,64.729,60.291,1.902,0.032,3360,0.018,8,0.0,100.683,104.689,101.747,1.017,0.010,7548,0.013,9,0.100,,,,,nan,11644,nan,30,0.0,18.831,28.070,21.624,2.047,0.095,566,0.038,,0.25,291.515,302.735,296.449,3.097,0.010,2432,0.122,19,0.0,235.155,271.745,247.477,10.347,0.042,9478,0.026,17
202011050910,202011050110,202011050910,,,0.15,205.521,213.502,211.355,1.903,0.009,9186,0.023,17,0.0,239.051,245.884,245.173,1.446,0.006,11559,0.021,24,0.15,174.823,217.629,196.878,11.512,0.058,1920,0.103,17,0.0,159.513,161.359,159.721,0.444,0.003,10346,0.015,8,0.0,58.569,61.726,59.903,0.913,0.015,3360,0.018,8,0.0,100.771,106.682,102.060,1.656,0.016,7548,0.014,9,0.100,,,,,nan,11644,nan,25,0.0,19.773,25.236,21.592,1.277,0.059,566,0.038,,0.5,287.111,303.303,295.960,4.129,0.014,2432,0.122,22,0.0,232.212,3825.380,424.293,780.373,1.839,9478,0.045,17
202011050920,202011050120,202011050920,,,0.5,212.306,214.502,213.003,0.540,0.003,9186,0.023,17,0.15,245.676,255.256,247.027,2.326,0.009,11559,0.021,24,0.15,169.343,223.013,195.521,12.117,0.062,1920,0.102,17,0.0,159.962,161.237,160.109,0.264,0.002,10346,0.015,9,0.0,58.642,64.517,59.881,1.670,0.028,3360,0.018,8,0.0,100.862,103.391,101.639,0.751,0.007,7548,0.013,9,0.100,,,,,nan,11644,nan,30,0.0,19.031,26.636,21.285,1.641,0.077,566,0.038,,0.5,290.022,302.860,296.073,2.819,0.010,2432,0.122,19,0.0,236.230,285.438,260.361,12.967,0.050,9478,0.027,17
202011050930,202011050130,202011050930,,,0.5,212.174,224.728,213.809,2.899,0.014,9186,0.023,17,0.5,245.618,246.986,246.038,0.456,0.002,11559,0.021,24,0.15,188.523,217.382,205.386,9.616,0.047,1920,0.107,17,0.0,159.981,161.276,160.206,0.401,0.003,10346,0.015,8,0.0,58.601,64.033,59.650,1.323,0.022,3360,0.018,9,0.0,100.911,105.735,101.911,1.112,0.011,7548,0.014,9,0.100,,,,,nan,11644,nan,26,0.0,18.244,25.103,20.828,1.416,0.068,566,0.037,,0.25,292.196,305.839,297.024,4.206,0.014,2432,0.122,20,0.0,245.960,291.150,268.930,11.449,0.043,9478,0.028,17
202011050940,202011050140,202011050940,,,0.0,212.045,213.679,212.630,0.387,0.002,9186,0.023,17,0.0,241.690,246.881,245.425,1.108,0.005,11559,0.021,24,0.10,156.201,197.362,184.659,10.554,0.057,1920,0.096,17,0.0,159.489,161.762,159.766,0.523,0.003,10346,0.015,8,0.0,58.550,61.985,59.550,0.874,0.015,3360,0.018,8,0.0,100.906,106.132,102.325,1.471,0.014,7548,0.014,9,0.100,,,,,nan,11644,nan,28,0.0,19.205,22.726,21.179,0.877,0.041,566,0.037,,0.25,293.032,304.083,296.598,3.150,0.011,2432,0.122,19,0.0,247.435,3857.109,446.254,782.566,1.754,9478,0.047,17
202011050950,202011050150,202011050950,,,0.0,212.138,214.481,212.840,0.564,0.003,9186,0.023,17,0.5,232.615,246.626,243.540,3.511,0.014,11559,0.021,24,0.15,161.722,204.862,185.254,11.631,0.063,1920,0.096,17,0.0,159.729,160.924,159.976,0.380,0.002,10346,0.015,9,0.0,58.859,61.883,59.786,0.823,0.014,3360,0.018,8,0.0,100.895,105.452,101.994,1.342,0.013,7548,0.014,9,0.100,,,,,nan,11644,nan,30,0.0,18.264,25.534,21.425,1.462,0.068,566,0.038,,0.10,292.567,3874.674,496.441,819.350,1.650,2432,0.204,20,0.0,235.833,285.920,267.519,11.580,0.043,9478,0.028,17
202011051000,202011050200,202011051000,,,0.0,211.865,235.671,221.060,9.110,0.041,9186,0.024,17,0.0,245.687,248.040,246.002,0.502,0.002,11559,0.021,24,0.10,157.241,203.255,181.976,11.213,0.062,1920,0.095,17,0.0,159.746,163.585,160.165,0.908,0.006,10346,0.015,9,0.0,58.896,65.043,60.746,2.039,0.034,3360,0.018,8,0.0,100.884,107.380,101.879,1.576,0.015,7548,0.013,9,0.100,,,,,nan,11644,nan,26,0.0,19.015,28.510,22.394,2.052,0.092,566,0.040,,0.15,290.751,307.727,297.472,4.777,0.016,2432,0.122,19,0.0,237.797,280.839,260.920,12.109,0.046,9478,0.028,17
202011051010,202011050210,202011051010,,,0.15,212.106,218.798,213.493,1.624,0.008,9186,0.023,17,0.10,245.387,247.024,245.824,0.319,0.001,11559,0.021,24,0.35,158.721,180.141,172.853,5.781,0.033,1920,0.090,17,0.0,159.749,160.830,159.983,0.298,0.002,10346,0.015,8,0.0,58.765,66.043,60.472,1.743,0.029,3360,0.018,8,0.0,100.866,102.539,101.513,0.551,0.005,7548,0.013,9,0.100,,,,,nan,11644,nan,25,0.0,18.300,30.060,21.289,2.243,0.105,566,0.038,,0.25,290.974,306.397,297.979,4.716,0.016,2432,0.123,19,0.0,237.317,266.112,250.555,9.686,0.039,9478,0.026,17
202011051020,202011050220,202011051020,,,0.0,230.192,236.494,231.834,1.427,0.006,9186,0.025,17,0.10,245.514,246.062,245.794,0.114,0.000,11559,0.021,24,0.15,190.305,220.507,205.669,7.949,0.039,1920,0.107,17,0.0,159.796,160.972,160.003,0.323,0.002,10346,0.015,9,0.0,58.667,65.912,61.348,2.204,0.036,3360,0.018,8,0.0,100.673,110.968,102.163,2.178,0.021,7548,0.014,9,0.100,,,,,nan,11644,nan,25,0.0,19.292,25.781,21.352,1.314,0.062,566,0.038,,0.10,295.012,306.463,299.314,3.716,0.012,2432,0.123,19,0.0,235.944,3840.879,447.640,778.536,1.739,9478,0.047,17
202011051030,202011050230,202011051030,,,0.10,230.023,235.622,231.455,1.443,0.006,9186,0.025,17,0.15,245.667,247.751,246.099,0.589,0.002,11559,0.021,24,0.5,171.798,231.595,201.551,16.835,0.084,1920,0.105,17,0.0,159.755,160.836,159.917,0.300,0.002,10346,0.015,9,0.0,58.518,65.375,60.170,1.692,0.028,3360,0.018,8,0.0,100.622,103.584,101.730,0.815,0.008,7548,0.013,9,0.100,,,,,nan,11644,nan,25,0.0,19.146,26.067,21.332,1.463,0.069,566,0.038,,0.20,292.382,3892.099,521.735,870.230,1.668,2432,0.215,23,0.0,238.184,288.344,266.278,11.221,0.042,9478,0.028,17
202011051040,202011050240,202011051040,,,0.20,230.169,235.302,231.207,1.189,0.005,9186,0.025,17,0.20,245.684,246.317,245.862,0.198,0.001,11559,0.021,24,0.10,163.699,204.247,186.041,10.805,0.058,1920,0.097,17,0.0,159.707,161.666,159.988,0.463,0.003,10346,0.015,8,0.0,58.639,62.619,59.929,1.126,0.019,3360,0.018,8,0.0,100.915,102.483,101.543,0.606,0.006,7548,0.013,9,0.100,,,,,nan,11644,nan,25,0.0,19.779,27.525,21.926,2.091,0.095,566,0.039,,0.10,293.750,305.914,298.170,3.184,0.011,2432,0.123,19,0.0,234.743,277.969,258.456,12.374,0.048,9478,0.027,17
202011051050,202011050250,202011051050,,,0.10,230.091,234.933,231.065,1.155,0.005,9186,0.025,17,0.15,245.658,247.818,246.059,0.555,0.002,11559,0.021,24,0.10,164.455,209.078,193.593,11.178,0.058,1920,0.101,17,0.0,159.782,165.799,160.403,1.305,0.008,10346,0.016,8,0.0,58.551,62.163,59.804,0.932,0.016,3360,0.018,8,0.0,101.082,106.175,102.215,1.392,0.014,7548,0.014,9,0.100,,,,,nan,11644,nan,30,0.0,19.265,23.658,21.434,1.029,0.048,566,0.038,,0.10,292.871,307.565,299.260,5.150,0.017,2432,0.123,20,0.0,232.316,249.490,239.209,5.040,0.021,9478,0.025,17
202011051100,202011050300,202011051100,,,0.20,230.417,233.794,231.296,0.793,0.003,9186,0.025,17,0.15,245.676,248.184,246.124,0.731,0.003,11559,0.021,24,0.35,155.194,197.299,178.576,12.290,0.069,1920,0.093,17,0.0,159.985,161.119,160.105,0.239,0.001,10346,0.015,8,0.0,58.648,63.560,60.131,1.152,0.019,3360,0.018,8,0.0,100.896,106.079,102.069,1.201,0.012,7548,0.014,9,0.100,,,,,nan,11644,nan,30,0.0,19.126,22.967,21.089,0.895,0.042,566,0.037,,0.20,290.571,3877.271,521.449,866.479,1.662,2432,0.214,19,0.0,233.664,262.306,241.617,7.072,0.029,9478,0.025,17
202011051110,202011050310,202011051110,,,0.5,230.086,236.919,231.794,1.848,0.008,9186,0.025,17,0.20,245.641,246.766,245.847,0.328,0.001,11559,0.021,24,0.20,177.597,198.135,194.175,6.297,0.032,1920,0.101,17,0.0,159.733,161.026,159.928,0.339,0.002,10346,0.015,8,0.0,58.819,63.612,60.177,1.408,0.023,3360,0.018,8,0.0,100.799,105.945,102.310,1.504,0.015,7548,0.014,9,0.100,,,,,nan,11644,nan,28,0.0,19.259,26.118,21.446,1.194,0.056,566,0.038,,0.5,290.992,303.675,294.880,2.788,0.009,2432,0.121,19,0.0,232.637,275.348,249.292,10.983,0.044,9478,0.026,17
202011051120,202011050320,202011051120,,,0.5,230.136,235.575,231.337,1.533,0.007,9186,0.025,17,0.0,231.731,246.573,241.782,5.208,0.022,11559,0.021,24,0.10,189.662,220.653,211.264,8.105,0.038,1920,0.110,17,0.0,159.961,161.260,160.224,0.408,0.003,10346,0.015,8,0.0,58.900,65.148,61.491,2.362,0.038,3360,0.018,8,0.0,100.711,106.268,102.495,1.554,0.015,7548,0.014,9,0.100,,,,,nan,11644,nan,28,0.0,20.871,23.827,21.532,0.618,0.029,566,0.038,,0.10,290.279,303.561,295.157,3.171,0.011,2432,0.121,19,0.0,232.044,253.100,239.904,5.962,0.025,9478,0.025,17
202011051130,202011050330,202011051130,,,0.0,230.226,236.668,232.452,1.879,0.008,9186,0.025,17,0.0,234.684,246.829,243.002,3.508,0.014,11559,0.021,24,0.0,161.849,200.133,187.099,9.497,0.051,1920,0.097,17,0.0,159.771,161.448,160.031,0.411,0.003,10346,0.015,8,0.0,58.584,64.963,60.835,2.101,0.035,3360,0.018,9,0.0,100.729,111.201,102.880,2.282,0.022,7548,0.014,9,0.100,,,,,nan,11644,nan,25,0.0,19.185,21.734,21.048,0.583,0.028,566,0.037,,0.20,286.906,305.367,296.280,4.269,0.014,2432,0.122,19,0.0,234.279,281.883,248.804,12.446,0.050,9478,0.026,17
202011051140,202011050340,202011051140,,,0.0,216.138,235.285,224.934,6.749,0.030,9186,0.024,17,0.0,232.246,247.456,242.647,3.964,0.016,11559,0.021,24,0.10,167.866,204.047,189.284,9.209,0.049,1920,0.099,17,0.0,159.528,161.193,159.731,0.355,0.002,10346,0.015,8,0.0,58.567,62.076,59.568,1.050,0.018,3360,0.018,8,0.0,100.926,104.226,101.785,0.916,0.009,7548,0.013,9,0.100,,,,,nan,11644,nan,25,0.0,19.166,21.782,21.050,0.651,0.031,566,0.037,,0.30,291.725,303.536,296.172,3.308,0.011,2432,0.122,29,0.0,234.724,270.081,250.213,11.727,0.047,9478,0.026,17
202011051150,202011050350,202011051150,,,0.5,221.241,235.720,229.592,3.142,0.014,9186,0.025,17,0.0,232.981,246.784,244.313,3.269,0.013,11559,0.021,24,0.5,170.126,205.262,188.850,9.504,0.050,1920,0.098,17,0.0,159.754,161.165,159.932,0.365,0.002,10346,0.015,8,0.0,58.523,62.444,59.807,1.165,0.019,3360,0.018,8,0.0,100.908,113.138,102.489,2.709,0.026,7548,0.014,9,0.100,,,,,nan,11644,nan,26,0.0,20.219,21.729,21.025,0.460,0.022,566,0.037,,0.15,292.205,302.753,296.230,3.125,0.011,2432,0.122,23,0.0,232.274,254.158,241.450,5.989,0.025,9478,0.025,17
202011051200,202011050400,202011051200,,,0.0,230.200,235.434,231.050,1.124,0.005,9186,0.025,17,0.0,245.668,246.904,246.053,0.373,0.002,11559,0.021,24,0.10,112.387,130.644,121.757,5.844,0.048,1920,0.063,17,0.0,159.692,169.159,160.374,2.030,0.013,10346,0.016,8,0.0,58.811,64.554,60.075,1.498,0.025,3360,0.018,8,0.0,100.921,112.930,102.950,2.821,0.027,7548,0.014,9,0.100,,,,,nan,11644,nan,30,0.0,20.470,22.832,21.427,0.529,0.025,566,0.038,,0.20,292.102,304.635,298.372,4.339,0.015,2432,0.123,20,0.0,232.626,259.708,242.832,8.182,0.034,9478,0.026,17
202011051210,202011050410,202011051210,,,0.0,230.168,231.706,230.888,0.449,0.002,9186,0.025,17,0.5,245.365,247.396,245.947,0.421,0.002,11559,0.021,24,0.20,99.777,116.908,105.704,4.394,0.042,1920,0.055,17,0.0,159.789,165.041,160.302,1.210,0.008,10346,0.015,8,0.0,58.831,63.585,59.929,1.369,0.023,3360,0.018,8,0.0,100.949,106.429,101.767,1.143,0.011,7548,0.013,9,0.100,,,,,nan,11644,nan,26,0.0,20.574,22.632,21.237,0.553,0.026,566,0.038,,0.15,288.400,304.984,295.542,4.925,0.017,2432,0.122,19,0.0,234.117,268.577,244.955,9.514,0.039,9478,0.026,17
202011051220,202011050420,202011051220,,,0.10,230.237,231.965,230.769,0.430,0.002,9186,0.025,17,0.5,245.581,253.215,246.359,1.664,0.007,11559,0.021,24,0.10,112.349,117.763,114.086,1.367,0.012,1920,0.059,17,0.0,159.535,160.709,159.787,0.385,0.002,10346,0.015,8,0.0,58.743,61.172,59.622,0.694,0.012,3360,0.018,8,0.0,100.866,117.471,103.243,3.577,0.035,7548,0.014,9,0.100,,,,,nan,11644,nan,26,0.0,19.831,21.233,20.847,0.293,0.014,566,0.037,,0.20,294.058,305.046,298.362,3.244,0.011,2432,0.123,20,0.0,233.681,3819.255,426.582,778.424,1.825,9478,0.045,17
202011051230,202011050430,202011051230,,,0.15,229.962,234.265,231.064,1.115,0.005,9186,0.025,17,0.10,245.601,246.846,245.890,0.332,0.001,11559,0.021,24,0.15,88.701,95.692,90.437,2.004,0.022,1920,0.047,17,0.0,159.516,160.197,159.628,0.181,0.001,10346,0.015,9,0.0,58.771,63.254,60.438,1.387,0.023,3360,0.018,8,0.0,100.801,107.558,102.706,1.912,0.019,7548,0.014,9,0.100,,,,,nan,11644,nan,28,0.0,19.038,23.512,20.954,1.084,0.052,566,0.037,,0.30,293.746,304.454,298.074,3.371,0.011,2432,0.123,28,0.0,240.156,280.606,259.361,10.952,0.042,9478,0.027,17
202011051240,202011050440,202011051240,,,0.5,230.028,232.925,230.699,0.597,0.003,9186,0.025,17,0.15,245.659,248.675,246.125,0.755,0.003,11559,0.021,24,0.0,88.607,91.679,89.359,0.715,0.008,1920,0.047,17,0.0,159.783,171.225,160.635,2.467,0.015,10346,0.016,8,0.0,58.833,66.212,60.359,1.915,0.032,3360,0.018,8,0.0,101.030,106.016,102.369,1.247,0.012,7548,0.014,9,0.100,,,,,nan,11644,nan,30,0.0,20.571,28.443,21.566,1.671,0.077,566,0.038,,0.30,293.717,305.047,298.695,4.349,0.015,2432,0.123,19,0.0,250.481,3827.597,445.192,776.020,1.743,9478,0.047,17
202011051250,202011050450,202011051250,,,0.5,230.216,231.656,230.850,0.458,0.002,9186,0.025,17,0.5,245.676,247.008,245.915,0.346,0.001,11559,0.021,24,0.25,105.070,145.821,115.925,15.049,0.130,1920,0.060,17,0.0,159.764,168.057,160.656,1.939,0.012,10346,0.016,8,0.0,58.623,66.176,59.675,1.581,0.026,3360,0.018,8,0.0,100.692,126.039,108.154,7.346,0.068,7548,0.014,9,0.100,,,,,nan,11644,nan,25,0.0,20.525,23.231,21.294,0.632,0.030,566,0.038,,0.25,293.324,317.816,300.219,6.126,0.020,2432,0.123,20,0.0,252.748,283.592,270.069,9.763,0.036,9478,0.028,17
202011051300,202011050500,202011051300,,,0.15,230.093,235.014,231.266,1.140,0.005,9186,0.025,17,0.15,245.724,247.395,245.985,0.444,0.002,11559,0.021,24,0.20,102.662,123.757,108.254,4.967,0.046,1920,0.056,17,0.0,159.715,160.484,159.863,0.153,0.001,10346,0.015,8,0.0,58.926,67.320,60.724,2.176,0.036,3360,0.018,8,0.0,100.812,106.375,101.901,1.394,0.014,7548,0.014,9,0.100,,,,,nan,11644,nan,26,0.0,19.544,22.326,20.947,0.592,0.028,566,0.037,,0.15,295.556,306.668,299.090,3.287,0.011,2432,0.123,21,0.0,265.234,282.556,274.983,4.409,0.016,9478,0.029,17
202011051310,202011050510,202011051310,,,0.25,230.979,239.225,234.296,2.342,0.010,9186,0.026,17,0.5,245.594,246.885,245.912,0.335,0.001,11559,0.021,24,0.10,105.206,125.689,111.369,5.160,0.046,1920,0.058,17,0.0,159.694,160.081,159.818,0.075,0.000,10346,0.015,8,0.0,58.830,78.041,63.717,4.121,0.065,3360,0.019,8,0.0,101.377,115.793,106.995,3.867,0.036,7548,0.014,9,0.100,,,,,nan,11644,nan,26,0.0,19.084,22.710,21.173,0.633,0.030,566,0.037,,0.10,293.805,305.942,297.728,3.329,0.011,2432,0.122,27,0.0,258.865,282.056,271.372,6.452,0.024,9478,0.029,17
202011051320,202011050520,202011051320,,,0.5,230.236,239.062,231.602,2.384,0.010,9186,0.025,17,0.10,245.642,246.106,245.762,0.104,0.000,11559,0.021,24,0.20,90.287,156.069,117.967,22.542,0.191,1920,0.061,17,0.0,159.732,165.344,160.145,1.212,0.008,10346,0.015,9,0.0,58.816,64.973,59.938,1.425,0.024,3360,0.018,8,0.0,100.805,105.994,101.632,1.155,0.011,7548,0.013,9,0.100,,,,,nan,11644,nan,26,0.0,18.994,24.734,21.128,0.980,0.046,566,0.037,,0.20,294.332,3880.244,524.800,866.380,1.651,2432,0.216,27,0.0,259.319,292.309,276.508,8.197,0.030,9478,0.029,17
