,time+0(UTC),time_+8(cn/home),time_+9(jp),time_-5(ca),cn2cahome_Loss_Rate,cn2cahome_RTT_Min,cn2cahome_RTT_Max,cn2cahome_RTT_Avg,cn2cahome_RTT_stddev,cn2cahome_stddev/Avg,cn2cahome_Distance(est)(km),cn2cahome_Avg/Distance,cn2cahome_Number_of_Hops,cn2ca_Loss_Rate,cn2ca_RTT_Min,cn2ca_RTT_Max,cn2ca_RTT_Avg,cn2ca_RTT_stddev,cn2ca_stddev/Avg,cn2ca_Distance(est)(km),cn2ca_Avg/Distance,cn2ca_Number_of_Hops,cn2jp_Loss_Rate,cn2jp_RTT_Min,cn2jp_RTT_Max,cn2jp_RTT_Avg,cn2jp_RTT_stddev,cn2jp_stddev/Avg,cn2jp_Distance(est)(km),cn2jp_Avg/Distance,cn2jp_Number_of_Hops,ca2jp_Loss_Rate,ca2jp_RTT_Min,ca2jp_RTT_Max,ca2jp_RTT_Avg,ca2jp_RTT_stddev,ca2jp_stddev/Avg,ca2jp_Distance(est)(km),ca2jp_Avg/Distance,ca2jp_Number_of_Hops,ca2cahome_Loss_Rate,ca2cahome_RTT_Min,ca2cahome_RTT_Max,ca2cahome_RTT_Avg,ca2cahome_RTT_stddev,ca2cahome_stddev/Avg,ca2cahome_Distance(est)(km),ca2cahome_Avg/Distance,ca2cahome_Number_of_Hops,jp2cahome_Loss_Rate,jp2cahome_RTT_Min,jp2cahome_RTT_Max,jp2cahome_RTT_Avg,jp2cahome_RTT_stddev,jp2cahome_stddev/Avg,jp2cahome_Distance(est)(km),jp2cahome_Avg/Distance,jp2cahome_Number_of_Hops,home2ca_Loss_Rate,home2ca_RTT_Min,home2ca_RTT_Max,home2ca_RTT_Avg,home2ca_RTT_stddev,home2ca_stddev/Avg,home2ca_Distance(est)(km),home2ca_Avg/Distance,home2ca_Number_of_Hops,home2cn_Loss_Rate,home2cn_RTT_Min,home2cn_RTT_Max,home2cn_RTT_Avg,home2cn_RTT_stddev,home2cn_stddev/Avg,home2cn_Distance(est)(km),home2cn_Avg/Distance,home2cn_Number_of_Hops,home2jp_Loss_Rate,home2jp_RTT_Min,home2jp_RTT_Max,home2jp_RTT_Avg,home2jp_RTT_stddev,home2jp_stddev/Avg,home2jp_Distance(est)(km),home2jp_Avg/Distance,home2jp_Number_of_Hops,home2cahome_Loss_Rate,home2cahome_RTT_Min,home2cahome_RTT_Max,home2cahome_RTT_Avg,home2cahome_RTT_stddev,home2cahome_stddev/Avg,home2cahome_Distance(est)(km),home2cahome_Avg/Distance,home2cahome_Number_of_Hops
202010241320,202010240520,202010241320,,,0.30,198.686,205.995,200.540,2.158,0.011,9186,0.022,17,0.20,230.252,240.331,234.844,1.911,0.008,11559,0.020,22,0.30,38.914,52.475,40.184,3.439,0.086,1920,0.021,17,0.0,160.228,168.405,161.587,2.036,0.013,10346,0.016,8,0.0,56.807,62.596,58.200,1.545,0.027,3360,0.017,9,0.0,107.325,110.975,108.879,1.218,0.011,7548,0.014,9,0.30,252.734,269.388,258.961,3.930,0.015,11644,0.022,25,0.0,22.837,30.179,24.508,1.393,0.057,566,0.043,,0.25,288.116,301.691,293.368,3.951,0.013,2432,0.121,18,0.0,229.832,245.733,236.428,4.624,0.020,9478,0.025,17
202010241330,202010240530,202010241330,,,0.5,198.560,201.341,199.310,0.657,0.003,9186,0.022,17,0.15,228.912,235.405,233.612,1.871,0.008,11559,0.020,22,0.5,83.339,106.064,88.965,5.894,0.066,1920,0.046,17,0.0,160.331,162.670,160.743,0.597,0.004,10346,0.016,8,0.0,56.797,64.055,58.217,1.708,0.029,3360,0.017,8,0.0,107.440,112.108,108.334,1.115,0.010,7548,0.014,9,0.30,223.467,244.854,233.665,5.365,0.023,11644,0.020,25,0.0,22.936,30.514,24.464,1.474,0.060,566,0.043,,0.15,266.083,284.157,271.731,4.817,0.018,2432,0.112,22,0.0,229.991,257.533,241.696,8.919,0.037,9478,0.026,16
202010241340,202010240540,202010241340,,,0.25,198.434,199.497,198.884,0.295,0.001,9186,0.022,17,0.10,228.636,236.600,231.910,2.865,0.012,11559,0.020,22,0.15,88.931,113.947,97.133,7.749,0.080,1920,0.051,17,0.0,160.227,162.554,160.589,0.509,0.003,10346,0.016,8,0.0,56.603,65.929,58.192,2.214,0.038,3360,0.017,8,0.0,107.257,113.313,108.682,1.922,0.018,7548,0.014,9,0.15,255.883,272.339,264.562,3.998,0.015,11644,0.023,25,0.0,22.788,26.580,24.298,0.770,0.032,566,0.043,,0.25,288.873,305.615,295.424,5.022,0.017,2432,0.121,22,0.0,229.851,3815.209,415.313,780.024,1.878,9478,0.044,16
202010241350,202010240550,202010241350,,,0.15,198.463,204.946,199.828,1.730,0.009,9186,0.022,17,0.15,232.914,237.860,234.845,1.092,0.005,11559,0.020,22,0.5,84.436,87.354,85.754,0.909,0.011,1920,0.045,17,0.0,160.204,165.804,160.847,1.274,0.008,10346,0.016,8,0.0,56.916,64.768,58.518,1.930,0.033,3360,0.017,8,0.0,107.138,110.828,108.193,1.084,0.010,7548,0.014,10,0.20,257.517,271.332,263.327,4.399,0.017,11644,0.023,25,0.0,23.946,27.472,24.637,0.847,0.034,566,0.044,,0.30,286.890,300.971,291.882,3.400,0.012,2432,0.120,19,0.0,230.335,240.957,233.997,2.894,0.012,9478,0.025,16
202010241400,202010240600,202010241400,,,0.10,198.622,204.983,199.299,1.388,0.007,9186,0.022,17,0.30,234.563,235.880,234.874,0.313,0.001,11559,0.020,22,0.15,38.934,81.766,54.056,10.625,0.197,1920,0.028,17,0.0,160.291,170.817,160.990,2.267,0.014,10346,0.016,9,0.0,56.831,63.121,58.251,1.395,0.024,3360,0.017,8,0.0,107.247,112.297,108.096,1.094,0.010,7548,0.014,9,0.10,260.480,292.042,268.173,8.120,0.030,11644,0.023,25,0.0,21.170,40.344,27.049,4.677,0.173,566,0.048,,0.40,296.444,317.451,304.116,5.796,0.019,2432,0.125,27,0.0,231.343,295.293,275.331,13.596,0.049,9478,0.029,17
202010241410,202010240610,202010241410,,,0.30,198.301,201.484,199.113,0.838,0.004,9186,0.022,17,0.10,234.510,235.853,234.818,0.291,0.001,11559,0.020,22,0.40,64.444,69.782,66.121,1.441,0.022,1920,0.034,17,0.0,160.272,163.022,160.749,0.670,0.004,10346,0.016,9,0.0,56.885,65.067,58.811,2.245,0.038,3360,0.018,8,0.0,107.320,110.877,108.322,0.975,0.009,7548,0.014,9,0.10,256.124,273.052,263.138,5.051,0.019,11644,0.023,25,0.0,21.368,42.637,27.063,5.194,0.192,566,0.048,,0.25,290.322,302.751,295.904,3.921,0.013,2432,0.122,19,0.0,232.112,256.434,239.360,6.067,0.025,9478,0.025,16
202010241420,202010240620,202010241420,,,0.15,198.563,203.075,199.972,1.382,0.007,9186,0.022,17,0.35,234.706,238.559,235.337,1.022,0.004,11559,0.020,22,0.5,171.626,195.587,184.546,6.751,0.037,1920,0.096,17,0.0,160.252,167.033,161.209,1.667,0.010,10346,0.016,8,0.0,56.656,61.093,57.964,1.133,0.020,3360,0.017,8,0.0,107.274,113.260,108.740,1.721,0.016,7548,0.014,9,0.15,253.785,269.670,261.584,4.419,0.017,11644,0.022,25,0.0,22.764,51.393,28.619,7.625,0.266,566,0.051,,0.45,289.668,299.736,293.266,2.686,0.009,2432,0.121,22,0.0,227.742,3813.311,424.712,778.023,1.832,9478,0.045,17
202010241430,202010240630,202010241430,,,0.15,198.481,205.179,199.669,1.474,0.007,9186,0.022,17,0.25,234.645,237.582,235.037,0.692,0.003,11559,0.020,22,0.25,177.097,206.805,193.613,7.764,0.040,1920,0.101,17,0.0,160.227,162.160,160.533,0.449,0.003,10346,0.016,8,0.0,56.700,60.779,57.651,0.810,0.014,3360,0.017,8,0.0,107.282,111.824,108.198,1.118,0.010,7548,0.014,9,0.15,255.647,270.692,263.281,4.255,0.016,11644,0.023,25,0.0,22.508,24.859,24.155,0.537,0.022,566,0.043,,0.25,289.787,308.267,298.325,5.716,0.019,2432,0.123,27,0.0,230.082,250.728,235.701,5.001,0.021,9478,0.025,16
202010241440,202010240640,202010241440,,,0.15,198.422,203.114,200.073,1.494,0.007,9186,0.022,17,0.30,234.656,236.627,235.132,0.496,0.002,11559,0.020,22,0.10,174.525,195.932,184.597,5.900,0.032,1920,0.096,17,0.0,160.042,167.188,160.852,1.620,0.010,10346,0.016,8,0.0,56.516,65.782,58.587,2.364,0.040,3360,0.017,8,0.0,107.386,111.136,108.075,0.888,0.008,7548,0.014,9,0.10,252.767,3838.820,459.885,819.526,1.782,11644,0.039,25,0.0,22.924,3608.343,204.059,780.997,3.827,566,0.361,,0.10,289.035,300.828,295.149,3.362,0.011,2432,0.121,19,0.0,230.671,244.666,234.604,3.304,0.014,9478,0.025,17
202010241450,202010240650,202010241450,,,0.10,198.375,203.294,199.432,1.039,0.005,9186,0.022,17,0.10,234.696,242.951,236.049,1.919,0.008,11559,0.020,22,0.10,187.178,210.068,201.269,7.372,0.037,1920,0.105,17,0.0,160.014,161.177,160.273,0.256,0.002,10346,0.015,8,0.0,56.662,63.577,58.499,1.761,0.030,3360,0.017,8,0.0,107.248,111.769,107.889,0.988,0.009,7548,0.014,9,0.10,254.788,272.510,261.869,4.447,0.017,11644,0.022,25,0.0,22.714,25.349,24.511,0.545,0.022,566,0.043,,0.30,291.992,307.859,295.730,3.680,0.012,2432,0.122,19,0.0,227.456,241.709,232.938,3.348,0.014,9478,0.025,16
202010241500,202010240700,202010241500,,,0.15,198.612,211.358,200.073,3.009,0.015,9186,0.022,17,0.20,228.448,231.547,229.006,0.749,0.003,11559,0.020,22,0.45,38.753,50.818,42.670,4.659,0.109,1920,0.022,17,0.0,160.051,162.249,160.327,0.532,0.003,10346,0.015,8,0.0,56.781,67.836,59.253,3.182,0.054,3360,0.018,8,0.0,104.500,116.511,110.083,2.646,0.024,7548,0.015,9,0.20,259.251,288.908,267.987,7.049,0.026,11644,0.023,25,0.0,21.273,35.832,25.633,3.657,0.143,566,0.045,,0.25,290.102,378.682,305.477,20.801,0.068,2432,0.126,19,0.0,228.870,3842.439,432.355,782.520,1.810,9478,0.046,17
202010241510,202010240710,202010241510,,,0.15,198.542,207.590,200.945,2.678,0.013,9186,0.022,17,0.10,228.371,232.135,228.870,0.894,0.004,11559,0.020,22,0.20,39.201,53.643,42.701,4.348,0.102,1920,0.022,17,0.0,160.180,162.210,160.596,0.528,0.003,10346,0.016,8,0.0,56.698,66.375,58.640,2.645,0.045,3360,0.017,8,0.0,107.174,109.308,107.885,0.626,0.006,7548,0.014,9,0.15,261.113,3849.546,475.433,843.535,1.774,11644,0.041,25,0.0,23.075,27.708,24.347,0.913,0.037,566,0.043,,0.20,289.326,302.082,294.784,3.859,0.013,2432,0.121,18,0.0,229.503,243.718,235.513,4.294,0.018,9478,0.025,17
202010241520,202010240720,202010241520,,,0.15,198.239,204.475,199.703,1.716,0.009,9186,0.022,17,0.5,228.331,236.747,229.292,2.099,0.009,11559,0.020,22,0.10,54.890,88.213,70.274,9.385,0.134,1920,0.037,17,0.0,160.089,162.305,160.498,0.617,0.004,10346,0.016,8,0.0,56.682,63.415,58.960,1.854,0.031,3360,0.018,8,0.0,107.251,113.160,108.934,1.948,0.018,7548,0.014,9,0.25,254.194,272.766,263.014,5.091,0.019,11644,0.023,25,0.0,22.028,45.480,26.338,4.859,0.184,566,0.047,,0.25,289.890,315.066,298.156,5.766,0.019,2432,0.123,19,0.0,229.674,243.202,234.595,3.658,0.016,9478,0.025,17
202010241530,202010240730,202010241530,,,0.15,198.453,204.064,199.779,1.811,0.009,9186,0.022,17,0.10,228.369,233.428,229.312,1.351,0.006,11559,0.020,23,0.30,66.013,94.795,78.279,9.390,0.120,1920,0.041,17,0.0,160.081,165.682,160.812,1.401,0.009,10346,0.016,8,0.0,56.822,63.613,58.450,1.982,0.034,3360,0.017,9,0.0,107.315,112.527,108.067,1.090,0.010,7548,0.014,9,0.30,259.786,276.541,266.275,4.885,0.018,11644,0.023,26,0.0,21.754,40.719,25.750,3.878,0.151,566,0.045,,0.15,285.839,310.156,297.646,6.433,0.022,2432,0.122,20,0.0,229.395,256.710,237.439,6.791,0.029,9478,0.025,17
202010241540,202010240740,202010241540,,,0.15,198.529,205.415,199.565,1.515,0.008,9186,0.022,17,0.30,234.671,235.943,235.022,0.390,0.002,11559,0.020,22,0.5,105.789,132.765,116.851,7.772,0.067,1920,0.061,17,0.0,160.278,162.264,160.740,0.611,0.004,10346,0.016,8,0.0,56.705,61.892,58.214,1.419,0.024,3360,0.017,8,0.0,107.300,112.260,107.989,1.052,0.010,7548,0.014,9,0.20,257.073,283.120,265.739,5.689,0.021,11644,0.023,25,0.0,21.520,41.188,25.966,4.193,0.161,566,0.046,,0.40,289.099,304.694,296.723,4.700,0.016,2432,0.122,20,0.0,228.886,3812.805,416.437,779.210,1.871,9478,0.044,16
202010241550,202010240750,202010241550,,,0.25,198.538,204.929,199.411,1.508,0.008,9186,0.022,17,0.20,234.698,235.218,234.848,0.118,0.001,11559,0.020,22,0.10,89.460,112.062,94.901,5.506,0.058,1920,0.049,17,0.0,160.009,162.959,160.511,0.722,0.004,10346,0.016,8,0.0,56.610,62.435,58.333,1.647,0.028,3360,0.017,9,0.0,107.075,110.714,108.041,0.985,0.009,7548,0.014,9,0.25,253.262,272.292,260.663,5.553,0.021,11644,0.022,26,0.0,21.846,40.541,27.897,5.482,0.197,566,0.049,,0.15,287.308,302.713,294.273,3.727,0.013,2432,0.121,19,0.0,227.513,3817.124,415.334,780.436,1.879,9478,0.044,16
202010241600,202010240800,202010241600,,,0.25,198.695,199.864,199.102,0.310,0.002,9186,0.022,17,0.5,234.645,237.751,235.310,0.944,0.004,11559,0.020,22,0.20,96.935,117.736,106.142,6.157,0.058,1920,0.055,17,0.0,159.853,161.114,160.179,0.389,0.002,10346,0.015,9,0.0,56.847,63.141,58.165,1.689,0.029,3360,0.017,8,0.0,107.203,117.629,108.448,2.185,0.020,7548,0.014,9,0.10,244.017,271.958,259.269,7.357,0.028,11644,0.022,25,0.0,23.291,26.404,24.365,0.664,0.027,566,0.043,,0.15,284.204,302.383,289.239,4.747,0.016,2432,0.119,28,0.0,230.127,241.764,235.089,3.709,0.016,9478,0.025,17
202010241610,202010240810,202010241610,,,0.10,198.566,200.002,199.274,0.407,0.002,9186,0.022,17,0.10,234.663,235.650,234.902,0.290,0.001,11559,0.020,22,0.15,102.458,108.688,105.347,1.779,0.017,1920,0.055,17,0.0,160.030,161.709,160.309,0.423,0.003,10346,0.015,9,0.0,56.838,63.465,58.420,1.926,0.033,3360,0.017,9,0.0,107.309,114.769,108.399,1.629,0.015,7548,0.014,9,0.15,233.850,272.944,252.201,12.593,0.050,11644,0.022,26,0.0,23.058,37.103,26.207,3.640,0.139,566,0.046,,0.20,285.861,307.652,294.263,4.946,0.017,2432,0.121,20,0.0,229.009,244.842,235.331,4.868,0.021,9478,0.025,16
202010241620,202010240820,202010241620,,,0.5,198.417,201.760,199.369,0.689,0.003,9186,0.022,17,0.40,234.728,235.481,234.998,0.220,0.001,11559,0.020,22,0.20,66.444,119.972,84.017,14.422,0.172,1920,0.044,17,0.0,160.038,162.170,160.392,0.519,0.003,10346,0.016,8,0.0,56.793,192.922,65.171,29.397,0.451,3360,0.019,8,0.0,107.435,112.149,108.759,1.163,0.011,7548,0.014,9,0.15,254.091,268.829,260.874,4.650,0.018,11644,0.022,26,0.0,21.736,36.024,26.450,4.394,0.166,566,0.047,,0.25,280.168,3865.456,529.410,891.619,1.684,2432,0.218,23,0.0,230.538,245.887,235.933,4.397,0.019,9478,0.025,17
202010241630,202010240830,202010241630,,,0.10,198.520,203.653,199.481,1.373,0.007,9186,0.022,17,0.15,234.656,236.362,234.963,0.374,0.002,11559,0.020,22,0.10,97.998,121.650,103.112,6.551,0.064,1920,0.054,18,0.0,160.052,162.244,160.322,0.484,0.003,10346,0.015,8,0.0,56.812,66.204,58.149,1.991,0.034,3360,0.017,8,0.0,107.160,114.789,108.405,1.854,0.017,7548,0.014,10,0.0,230.946,279.085,258.604,13.601,0.053,11644,0.022,25,0.0,22.964,36.037,26.027,3.651,0.140,566,0.046,,0.25,292.051,306.323,298.111,4.223,0.014,2432,0.123,28,0.0,227.437,242.929,234.174,4.637,0.020,9478,0.025,17
202010241640,202010240840,202010241640,,,0.20,198.582,200.687,199.109,0.449,0.002,9186,0.022,17,0.20,234.797,241.392,236.081,1.854,0.008,11559,0.020,22,0.20,143.565,179.556,157.330,11.340,0.072,1920,0.082,17,0.0,159.818,163.561,160.438,1.093,0.007,10346,0.016,9,0.0,56.839,64.359,59.042,2.315,0.039,3360,0.018,8,0.0,107.320,112.812,108.214,1.282,0.012,7548,0.014,9,0.25,266.289,277.646,270.323,3.464,0.013,11644,0.023,25,0.0,23.564,29.857,25.088,1.478,0.059,566,0.044,,0.25,298.513,308.912,302.400,3.516,0.012,2432,0.124,20,0.0,229.759,270.364,243.269,12.152,0.050,9478,0.026,16
202010241650,202010240850,202010241650,,,0.15,198.453,207.021,199.864,2.082,0.010,9186,0.022,17,0.10,234.723,239.668,235.427,1.183,0.005,11559,0.020,22,0.10,182.372,204.193,196.550,6.466,0.033,1920,0.102,17,0.0,159.824,161.786,160.235,0.571,0.004,10346,0.015,8,0.0,57.045,64.654,58.915,1.939,0.033,3360,0.018,8,0.0,107.366,111.134,108.065,0.892,0.008,7548,0.014,10,0.15,265.853,281.893,271.724,4.289,0.016,11644,0.023,25,0.0,23.163,36.563,25.677,3.318,0.129,566,0.045,,0.30,297.211,311.232,301.201,3.442,0.011,2432,0.124,18,0.0,232.274,273.151,249.233,11.417,0.046,9478,0.026,17
202010241700,202010240900,202010241700,,,0.10,198.575,203.553,199.467,1.080,0.005,9186,0.022,17,0.10,234.761,236.891,235.164,0.546,0.002,11559,0.020,22,0.15,43.779,66.289,55.125,6.041,0.110,1920,0.029,17,0.0,160.261,161.513,160.598,0.390,0.002,10346,0.016,8,0.0,56.701,76.378,59.190,4.275,0.072,3360,0.018,8,0.0,107.267,110.746,108.085,0.851,0.008,7548,0.014,10,0.25,220.714,3850.390,489.455,898.389,1.835,11644,0.042,25,0.0,21.481,34.969,24.797,2.496,0.101,566,0.044,,0.20,294.027,305.853,298.954,3.975,0.013,2432,0.123,18,0.0,230.327,254.387,238.246,6.622,0.028,9478,0.025,17
202010241710,202010240910,202010241710,,,0.10,198.438,202.743,199.817,1.487,0.007,9186,0.022,17,0.25,234.643,236.876,235.108,0.589,0.003,11559,0.020,22,0.10,125.710,148.235,141.128,7.060,0.050,1920,0.074,17,0.0,160.074,162.413,160.571,0.682,0.004,10346,0.016,8,0.0,57.006,75.522,59.133,4.252,0.072,3360,0.018,8,0.0,107.377,122.686,109.042,3.422,0.031,7548,0.014,9,0.20,258.200,276.491,267.636,5.446,0.020,11644,0.023,25,0.0,21.311,36.540,24.994,2.863,0.115,566,0.044,,0.20,291.711,306.132,298.353,4.978,0.017,2432,0.123,19,0.0,232.308,252.518,240.777,6.079,0.025,9478,0.025,17
202010241720,202010240920,202010241720,,,0.10,198.604,203.452,200.108,1.724,0.009,9186,0.022,17,0.15,234.646,239.993,235.308,1.283,0.005,11559,0.020,22,0.10,39.059,68.478,45.705,8.149,0.178,1920,0.024,17,0.0,160.061,161.260,160.316,0.266,0.002,10346,0.015,8,0.0,56.785,62.675,59.265,1.978,0.033,3360,0.018,9,0.0,107.117,123.343,109.118,3.556,0.033,7548,0.014,9,0.15,258.002,271.691,265.344,3.802,0.014,11644,0.023,25,0.0,23.792,32.186,25.203,1.783,0.071,566,0.045,,0.5,289.824,308.410,298.451,4.367,0.015,2432,0.123,20,0.0,232.411,252.618,239.831,6.878,0.029,9478,0.025,16
202010241730,202010240930,202010241730,,,0.5,198.469,204.041,200.015,1.920,0.010,9186,0.022,17,0.10,234.675,237.032,235.046,0.502,0.002,11559,0.020,22,0.10,88.845,103.480,93.950,5.015,0.053,1920,0.049,17,0.0,160.317,163.372,160.817,0.724,0.005,10346,0.016,8,0.0,56.615,63.746,58.266,1.869,0.032,3360,0.017,8,0.0,107.228,112.927,108.597,1.748,0.016,7548,0.014,9,0.10,257.798,277.099,265.946,5.180,0.019,11644,0.023,26,0.0,23.901,26.793,24.617,0.585,0.024,566,0.043,,0.40,292.732,299.055,295.672,2.199,0.007,2432,0.122,19,0.0,230.353,257.773,235.964,5.801,0.025,9478,0.025,17
202010241740,202010240940,202010241740,,,0.0,198.310,202.724,199.061,0.903,0.005,9186,0.022,17,0.0,234.595,244.982,235.527,2.211,0.009,11559,0.020,23,0.15,88.700,103.204,92.835,4.023,0.043,1920,0.048,17,0.0,160.306,161.524,160.552,0.397,0.002,10346,0.016,9,0.0,56.738,66.323,58.678,2.569,0.044,3360,0.017,8,0.0,107.239,108.659,107.727,0.437,0.004,7548,0.014,9,0.5,232.209,260.702,252.217,7.014,0.028,11644,0.022,25,0.0,23.991,27.778,25.081,1.262,0.050,566,0.044,,0.15,252.904,296.085,280.357,9.344,0.033,2432,0.115,22,0.0,229.197,244.862,234.880,4.364,0.019,9478,0.025,16
202010241750,202010240950,202010241750,,,0.10,198.675,201.020,199.376,0.640,0.003,9186,0.022,17,0.5,232.226,235.946,234.929,0.777,0.003,11559,0.020,22,0.10,126.053,160.536,139.802,9.989,0.071,1920,0.073,17,0.0,160.094,161.856,160.620,0.640,0.004,10346,0.016,8,0.0,56.851,64.493,58.403,1.712,0.029,3360,0.017,8,0.0,107.222,113.729,108.305,1.372,0.013,7548,0.014,9,0.20,220.195,264.700,245.179,10.668,0.044,11644,0.021,25,0.0,23.286,24.931,24.459,0.395,0.016,566,0.043,,0.20,262.402,300.654,279.128,9.902,0.035,2432,0.115,18,0.0,229.520,242.932,235.719,4.544,0.019,9478,0.025,17
202010241800,202010241000,202010241800,,,0.10,198.583,203.222,199.685,1.451,0.007,9186,0.022,17,0.5,234.720,237.509,235.135,0.633,0.003,11559,0.020,22,0.5,127.214,172.643,148.258,12.685,0.086,1920,0.077,17,0.0,160.074,164.128,160.692,0.936,0.006,10346,0.016,9,0.0,57.046,60.924,58.452,1.176,0.020,3360,0.017,9,0.0,107.309,112.824,108.188,1.326,0.012,7548,0.014,9,0.30,260.991,273.732,268.164,4.103,0.015,11644,0.023,25,0.0,23.902,25.039,24.361,0.322,0.013,566,0.043,,0.15,294.294,307.404,299.902,3.861,0.013,2432,0.123,20,0.0,230.615,270.927,243.900,10.955,0.045,9478,0.026,17
202010241810,202010241010,202010241810,,,0.5,198.601,200.381,199.263,0.441,0.002,9186,0.022,17,0.15,233.195,234.935,234.587,0.385,0.002,11559,0.020,22,0.35,40.336,148.078,85.608,42.030,0.491,1920,0.045,17,0.0,159.836,164.234,160.491,1.037,0.006,10346,0.016,8,0.0,56.422,60.608,57.715,0.910,0.016,3360,0.017,8,0.0,107.309,114.698,108.321,1.576,0.015,7548,0.014,9,0.20,260.389,278.096,267.562,5.916,0.022,11644,0.023,25,0.0,22.794,33.052,24.765,2.043,0.082,566,0.044,,0.10,292.888,307.547,299.157,4.614,0.015,2432,0.123,18,0.0,230.961,264.004,241.639,11.346,0.047,9478,0.025,16
202010241820,202010241020,202010241820,,,0.10,198.451,201.651,199.251,0.816,0.004,9186,0.022,17,0.10,234.504,239.894,235.304,1.600,0.007,11559,0.020,22,0.10,46.867,89.766,64.120,11.691,0.182,1920,0.033,17,0.0,159.812,166.694,160.625,1.599,0.010,10346,0.016,8,0.0,56.694,63.138,58.495,1.638,0.028,3360,0.017,8,0.0,107.130,116.293,108.542,2.116,0.019,7548,0.014,9,0.5,258.495,281.241,268.815,6.190,0.023,11644,0.023,25,0.0,22.227,38.961,24.843,3.313,0.133,566,0.044,,0.25,292.790,308.095,298.993,4.021,0.013,2432,0.123,18,0.0,230.602,253.527,235.750,5.126,0.022,9478,0.025,17
202010241830,202010241030,202010241830,,,0.15,198.491,203.330,199.655,1.391,0.007,9186,0.022,17,0.0,228.912,236.757,233.053,2.156,0.009,11559,0.020,22,0.10,40.242,56.662,43.856,3.944,0.090,1920,0.023,17,0.0,159.849,161.300,160.216,0.496,0.003,10346,0.015,8,0.0,56.854,64.143,57.983,1.863,0.032,3360,0.017,8,0.0,107.145,108.715,107.893,0.504,0.005,7548,0.014,9,0.20,260.477,279.312,266.415,4.608,0.017,11644,0.023,25,0.0,22.037,34.287,25.782,3.111,0.121,566,0.046,,0.20,291.254,308.001,298.449,4.773,0.016,2432,0.123,19,0.0,230.800,258.855,240.814,7.118,0.030,9478,0.025,17
202010241840,202010241040,202010241840,,,0.5,198.328,202.172,199.113,0.793,0.004,9186,0.022,17,0.5,234.129,235.644,234.970,0.305,0.001,11559,0.020,22,0.15,56.102,103.206,77.749,13.183,0.170,1920,0.040,17,0.0,159.853,167.734,160.750,1.788,0.011,10346,0.016,9,0.0,56.814,63.304,58.306,1.648,0.028,3360,0.017,8,0.0,107.292,112.871,108.197,1.422,0.013,7548,0.014,9,0.0,257.055,279.863,265.438,5.506,0.021,11644,0.023,25,0.0,21.381,29.142,24.360,1.590,0.065,566,0.043,,0.5,289.572,313.785,298.638,6.786,0.023,2432,0.123,19,0.0,231.376,245.583,237.489,4.209,0.018,9478,0.025,16
202010241850,202010241050,202010241850,,,0.0,198.690,203.642,199.974,1.526,0.008,9186,0.022,17,0.5,234.532,236.533,234.929,0.445,0.002,11559,0.020,22,0.10,113.442,148.035,135.093,10.124,0.075,1920,0.070,17,0.0,160.062,163.543,160.542,0.845,0.005,10346,0.016,8,0.0,57.059,62.332,59.712,1.893,0.032,3360,0.018,8,0.0,107.294,117.613,109.917,2.763,0.025,7548,0.015,9,0.10,260.412,281.145,270.575,6.255,0.023,11644,0.023,25,0.0,22.405,35.091,25.613,2.953,0.115,566,0.045,,0.40,295.143,304.316,299.263,2.623,0.009,2432,0.123,27,0.0,229.864,3815.210,415.070,780.058,1.879,9478,0.044,16
202010241900,202010241100,202010241900,,,0.10,198.674,204.498,199.826,1.867,0.009,9186,0.022,17,0.15,234.574,237.401,235.177,0.688,0.003,11559,0.020,22,0.40,65.588,100.995,83.084,8.894,0.107,1920,0.043,17,0.0,160.073,163.565,160.498,0.789,0.005,10346,0.016,8,0.0,56.912,67.089,58.771,2.563,0.044,3360,0.017,8,0.0,107.070,111.665,108.211,1.260,0.012,7548,0.014,9,0.25,261.767,279.154,269.355,4.854,0.018,11644,0.023,25,0.0,22.098,36.428,27.441,4.719,0.172,566,0.048,,0.35,294.550,313.441,302.242,6.439,0.021,2432,0.124,22,0.0,228.365,260.495,238.831,7.016,0.029,9478,0.025,17
202010241910,202010241110,202010241910,,,0.25,198.615,204.093,200.892,1.933,0.010,9186,0.022,17,0.20,228.419,230.242,228.643,0.422,0.002,11559,0.020,22,0.20,38.843,51.767,40.045,3.082,0.077,1920,0.021,17,0.0,160.065,160.661,160.240,0.140,0.001,10346,0.015,8,0.0,56.685,66.209,60.492,2.923,0.048,3360,0.018,8,0.0,107.315,113.059,108.473,1.407,0.013,7548,0.014,10,0.20,261.985,284.709,269.481,5.939,0.022,11644,0.023,25,0.0,23.122,34.816,24.878,2.389,0.096,566,0.044,,0.5,293.085,326.698,304.187,6.886,0.023,2432,0.125,19,0.0,228.889,257.813,236.926,6.370,0.027,9478,0.025,16
